DATE_TIME,AC_POWER,is_anomaly_true,iso_pred,iso_score
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:15:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:30:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 00:45:00,0.0,0,0,-0.33649917012807395
2020-05-15 01:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 01:00:00,0.0,0,0,-0.33649917012807395
2020-05-15 01:00:00,0.0,0,0,-0.33649917012807395
