DATE_TIME,AC_POWER,is_anomaly_true,ae_pred
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:00:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:15:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:30:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 00:45:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:00:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:15:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:30:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 01:45:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:00:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:15:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:30:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 02:45:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:00:00,0.0,0,0.0
2020-05-15 03:15:00,0.0,0,0.0
2020-05-15 03:15:00,0.0,0,0.0
2020-05-15 03:15:00,0.0,0,0.0
2020-05-15 03:15:00,0.0,0,0.0
